1,-8.25930533910636e-10,-3.50749211231954e-07,-1.56905425734513e-10,0.00608217775658943,-0.00122136812269003,0.0023866050520199,2.7e-07,7.17297231127052e-17,1
1,-1.69747616849368e-09,4.01051493712438e-07,-1.14191951856603e-11,-0.00769381523531076,-0.00834319384014662,-0.0143725951804842,3e-07,9.83946819104324e-17,2
2,2.50131818240159e-07,1.51217972441428e-06,-1.35259209156628e-06,-0.0857889356586987,0.868776723420973,0.0819197993865842,1.04950143625976e-08,1.28316822010074e-20,3
2,7.75705728319719e-07,7.78229799766674e-07,-1.3864889464449e-06,0.0832540056827766,0.00735046735312188,-0.682432923983472,1.08035530377143e-08,1.39969789118384e-20,4
3,7.67930455110117e-07,9.12658304545504e-07,-6.33755107497644e-07,-0.0182656281332558,0.0387326096201721,0.14266735617903,3.65579228268115e-08,1.05809262556317e-18,5
2,3.12748316318896e-07,-3.78298913748065e-07,-1.14729940141101e-06,0.59355083917529,0.576437629272705,-0.625946398571354,8.84038430810039e-09,7.66916211631547e-21,6
2,-7.48868332479824e-07,1.56322963005799e-06,5.44110997386799e-07,-0.22834627734778,-0.31476605272239,-0.887000471890701,1.00457978023288e-08,1.12535042962529e-20,7
2,-1.41135392725242e-06,8.84710864338567e-07,4.29924679185142e-07,0.175284648177878,-0.688213052017168,-0.951072740968407,1.1092363123959e-08,1.51497936797523e-20,8
2,-1.30814219040989e-06,-3.97725281670524e-07,-5.02802162738664e-07,-0.21487572350293,-0.425239788597165,-0.535870518098225,1.02146010136703e-08,1.18303803080237e-20,9
3,5.20600541981237e-07,-8.24416206826853e-07,-9.73620566473582e-07,0.011005240141829,-0.0624778803277718,-0.0637357830972915,3.13654323437869e-08,6.68240798265276e-19,10
3,-1.91557687635095e-07,5.1882294847592e-07,1.16510132876864e-06,-0.0733195729795226,0.0349880314054182,-0.0727257394796205,3.83144127641699e-08,1.21805156257254e-18,11
2,4.6703169190325e-07,6.39415649650537e-07,-1.29430047624222e-06,-0.136844818370332,0.537792839118382,0.171013509552661,1.10319295755441e-08,1.49035224309081e-20,12
2,1.13944847291702e-06,1.39547299196044e-06,-2.72004948996162e-07,0.879459615556174,-0.0954787830659191,0.10476653734802,9.69380175862856e-09,1.01115302462447e-20,13
2,1.4652158056496e-06,5.34693142406805e-07,-4.35754833755031e-07,0.214503814287156,0.593032199739246,-0.712480750922289,1.06130111824313e-08,1.32693713655313e-20,14
2,7.59286899520677e-07,-1.51325705756013e-07,-4.59557318253913e-07,0.0999534246996134,0.138117834373177,0.21311161349232,8.41964752687867e-09,6.62546274148083e-21,15
2,-1.30173374989039e-06,1.21611669873512e-08,6.8650564259298e-08,0.140052928041322,-0.0150693006480306,0.454361785680675,1.10125348150919e-08,1.48250568162214e-20,16
3,-1.09532876718313e-06,-5.99714368545058e-07,4.5479777174482e-07,0.053136504853245,0.0518256220145111,0.0394180078530307,3.58592517020661e-08,9.98579900420224e-19,17
2,-1.15274585241938e-06,-1.35481353695088e-06,-1.40011398981498e-06,0.353594496987141,-0.444108528139866,-0.0181146891453889,8.6715523685627e-09,7.23810763146597e-21,18
3,-8.54339800318797e-07,-9.5404997575354e-07,1.00866757143487e-06,-0.143495527779351,0.0810469198444705,0.124000150463624,3.41298506367893e-08,8.60958692992538e-19,19
2,1.30371875784997e-06,1.40196320859094e-06,8.82807483969996e-07,-0.0416561207865731,-0.00574879704076583,0.234581583154783,9.38262555844089e-09,9.16869736056332e-21,20
2,6.06336215176231e-07,4.23805497358e-07,8.85191489262439e-07,0.0844091823494068,0.627998071054818,-0.903850237227138,1.05710000562519e-08,1.31124156858257e-20,21
2,-4.79191332694523e-07,-1.10054121719911e-06,7.60951914316878e-07,0.195229800223219,0.110909993203823,-0.737523216957065,9.50897743132318e-09,9.54412092305436e-21,22
2,-1.22848155375266e-06,-1.13627919224363e-06,-7.43520084456605e-07,-0.255909012171779,-0.477515181865064,0.628347595554266,1.18829378526554e-08,1.862541510228e-20,23
2,4.20995069530251e-07,-1.77426641499369e-07,-1.36263499107875e-06,0.0555679166367856,0.333831202181186,1.16894543458984,1.16164238729532e-08,1.74001036463195e-20,24
3,1.10963117055853e-06,1.46865584057041e-06,-9.846230319706e-07,0.0212405986675999,0.0408980041652821,0.0355423952043338,3.74080202001949e-08,1.13363520485901e-18,25
2,-1.46100983332875e-06,-1.41456497565854e-06,-8.71657051772857e-07,-0.23245555407311,-0.0101261624161931,0.456343740830145,9.86904489533919e-09,1.06698879114337e-20,26
2,9.85055153360419e-07,-4.28956974634739e-07,2.18851750933151e-07,0.486007608334392,-0.407348764923015,-0.356365768376254,8.95312123314635e-09,7.96632240990854e-21,27
2,-4.32501578417678e-07,2.74774037095872e-07,-3.34067147061876e-07,0.0569994643678235,1.09185631260176,-1.35288332421713,9.2745546757275e-09,8.85551209865026e-21,28
3,9.80542171997409e-08,-3.28505533881589e-08,1.59436381740833e-06,0.0472493695388418,-0.0678455628798299,-0.154777490533065,3.53591939268003e-08,9.57384121505678e-19,29
2,-8.12507539590062e-07,1.27347634149706e-08,1.58190620197013e-06,-0.324466966408437,-0.544985481490636,-0.294468594654892,9.50031653651087e-09,9.51806595683378e-21,30
3,-1.59610404980997e-06,1.42818391652344e-06,-6.68385971677316e-07,0.083183531655174,0.0620352267788019,-0.0235153133527966,3.50514047457665e-08,9.32600052704294e-19,31
2,4.78988601116774e-07,-2.53655984992464e-07,6.18415747433108e-07,-0.69144035778978,-0.03191701859048,0.0819460549711166,1.20646293047906e-08,1.94928989065316e-20,32
2,1.08918927414913e-06,-4.61051543293126e-07,-8.12350073313375e-07,0.257038981488049,-0.920946140526347,0.0498741791072271,9.4173949654934e-09,9.27100549676118e-21,33
3,-6.72120052782208e-07,1.13965994988785e-06,1.21378472111959e-06,0.11844128084709,0.0498102838685253,-0.00535828507298559,3.55543424271979e-08,9.73323266360709e-19,34
3,3.28916559782048e-08,9.53378034017806e-07,-7.71078340436384e-07,-0.00914806340690493,-0.096009567923477,0.00729572013448864,3.58899908468542e-08,1.0011501000942e-18,35
3,-1.53568567078344e-06,-4.86305642245028e-07,6.87317922372564e-07,-0.0345596777790919,-0.0544683541023584,-0.160610380580033,3.51815944978936e-08,9.43030433002617e-19,36
